2005,3.41
2005,3.06
2005,3.25
2005,3.46
2005,3.05
2005,3.33
2005,3
2005,3.07
2005,2.91
2005,3.07
2005,3.12
2005,2.98
2005,3.31
2005,3.42
2005,3.03
2005,3.6
2005,3.49
2005,3.46
2005,3.34
2005,3.12
2005,3.02
2005,2.99
2005,3.45
2005,3.51
2005,3.58
2005,3.47
2005,3.24
2005,3.5
2005,3.14
2005,3.04
2005,3.07
2005,3.32
2005,2.94
2005,3.12
2005,3.6
2005,3.28
2005,3.48
2005,3.22
2005,3.15
2005,3.38
2005,2.99
2005,3.09
2005,3.56
2005,3.41
2005,3.19
2005,3.45
2005,3.09
2005,2.86
2005,3.4
2005,3.21
2005,3.51
2005,3.37
2006,3.43
2006,3.08
2006,3.25
2006,3.51
2006,3.07
2006,3.35
2006,3.03
2006,3.08
2006,2.93
2006,3.08
2006,3.14
2006,3.01
2006,3.34
2006,3.46
2006,3.06
2006,3.59
2006,3.48
2006,3.48
2006,3.42
2006,3.14
2006,3.04
2006,3.03
2006,3.46
2006,3.52
2006,3.5
2006,3.51
2006,3.27
2006,3.54
2006,3.14
2006,3.04
2006,3.11
2006,3.33
2006,3.01
2006,3.16
2006,3.59
2006,3.3
2006,3.51
2006,3.24
2006,3.18
2006,3.4
2006,3.02
2006,3.13
2006,3.63
2006,3.44
2006,3.22
2006,3.46
2006,3.13
2006,2.98
2006,3.35
2006,3.22
2006,3.53
2006,3.44
2007,3.41
2007,3.11
2007,3.23
2007,3.52
2007,3.06
2007,3.34
2007,3.03
2007,3.09
2007,2.91
2007,3.07
2007,3.15
2007,3.01
2007,3.3
2007,3.47
2007,3.06
2007,3.59
2007,3.5
2007,3.5
2007,3.43
2007,3.05
2007,3.04
2007,3.04
2007,3.46
2007,3.53
2007,3.61
2007,3.53
2007,3.24
2007,3.52
2007,3.13
2007,3.05
2007,3.12
2007,3.35
2007,3.03
2007,3.17
2007,3.55
2007,3.32
2007,3.51
2007,3.23
2007,3.2
2007,3.37
2007,3.01
2007,3.15
2007,3.56
2007,3.46
2007,3.22
2007,3.45
2007,3.17
2007,2.95
2007,3.08
2007,3.21
2007,3.33
2007,3.52
2007,3.55
2008,3.42
2008,3.09
2008,3.23
2008,3.52
2008,3.03
2008,3.35
2008,3.02
2008,3.11
2008,2.89
2008,3.07
2008,3.14
2008,2.99
2008,3.32
2008,3.42
2008,3.04
2008,3.59
2008,3.51
2008,3.5
2008,3.43
2008,3.08
2008,3.01
2008,3.03
2008,3.55
2008,3.53
2008,3.6
2008,3.55
2008,3.24
2008,3.53
2008,3.11
2008,3.05
2008,3.11
2008,3.31
2008,3
2008,3.15
2008,3.65
2008,3.32
2008,3.51
2008,3.24
2008,3.19
2008,3.41
2008,3.01
2008,3.15
2008,3.54
2008,3.44
2008,3.21
2008,3.46
2008,3.17
2008,2.86
2008,3.08
2008,3.2
2008,3.32
2008,3.56
2008,3.49
2009,3.44
2009,3.44
2009,3.23
2009,3.52
2009,3.05
2009,3.36
2009,3.03
2009,3.09
2009,2.92
2009,3.07
2009,3.15
2009,3.01
2009,3.32
2009,3.45
2009,3.07
2009,3.6
2009,3.51
2009,3.55
2009,3.42
2009,3
2009,3.03
2009,3.05
2009,3.56
2009,3.57
2009,3.64
2009,3.56
2009,3.27
2009,3.58
2009,3.09
2009,3.07
2009,3.14
2009,3.33
2009,3.03
2009,3.18
2009,3.5
2009,3.35
2009,3.54
2009,3.24
2009,3.21
2009,3.04
2009,3.2
2009,3.63
2009,3.48
2009,3.21
2009,3.45
2009,3.15
2009,3.1
2009,3.2
2009,3.34
2009,3.59
2009,3.54
2010,3.45
2010,3.13
2010,3.27
2010,3.52
2010,3.08
2010,3.39
2010,3.07
2010,3.16
2010,2.96
2010,3.09
2010,3.17
2010,3.04
2010,3.32
2010,3.46
2010,3.07
2010,3.63
2010,3.51
2010,3.59
2010,3.41
2010,3.09
2010,3.06
2010,3.1
2010,3.59
2010,3.56
2010,3.61
2010,3.54
2010,3.22
2010,3.63
2010,3.08
2010,3.09
2010,3.16
2010,3.34
2010,3.06
2010,3.21
2010,3.62
2010,3.38
2010,3.56
2010,3.26
2010,3.23
2010,3.05
2010,3.24
2010,3.61
2010,3.51
2010,3.23
2010,3.47
2010,3.21
2010,3.13
2010,3.21
2010,3.44
2010,3.57
2010,3.5
2011,3.43
2011,3.11
2011,3.27
2011,3.57
2011,3.08
2011,3.41
2011,3.09
2011,3.17
2011,3.01
2011,3.09
2011,3.19
2011,3.04
2011,3.32
2011,3.54
2011,3.07
2011,3.61
2011,3.52
2011,3.58
2011,3.43
2011,3.29
2011,3.07
2011,3.12
2011,3.6
2011,3.58
2011,3.61
2011,3.53
2011,3.24
2011,3.6
2011,3.06
2011,3.12
2011,3.17
2011,3.33
2011,3.02
2011,3.23
2011,3.72
2011,3.39
2011,3.56
2011,3.27
2011,3.25
2011,3.46
2011,3.05
2011,3.25
2011,3.65
2011,3.56
2011,3.23
2011,3.49
2011,3.2
2011,2.85
2011,3.14
2011,3.22
2011,3.4
2011,3.59
2011,3.58
2012,3.4
2012,3.09
2012,3.27
2012,3.57
2012,3.08
2012,3.46
2012,3.1
2012,3.13
2012,3.02
2012,3.11
2012,3.16
2012,3.03
2012,3.37
